name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year
Honda Amaze E i-Dtech,2013,320000,50000,Diesel,Individual,Manual,1,Honda,7,6250
Maruti Alto 800 LXI,2016,300000,25000,Petrol,Individual,Manual,1,Maruti,4,5000
Hyundai i20 1.2 Asta Dual Tone,2018,740000,25000,Petrol,Individual,Manual,1,Hyundai,2,8333
Datsun RediGO SV 1.0,2019,350000,1300,Petrol,Individual,Manual,1,Datsun,1,650
Datsun GO T BSIV,2014,280000,40000,Petrol,Individual,Manual,1,Datsun,6,5714
Maruti Swift Dzire AMT VDI,2018,675000,50000,Diesel,Individual,Automatic,1,Maruti,2,16666
Hyundai i10 Era 1.1 iTech SE,2011,300000,20000,Petrol,Individual,Manual,1,Hyundai,9,2000
Chevrolet Captiva 2.0L VCDi,2011,400000,76000,Diesel,Individual,Manual,3,Chevrolet,9,7600
Mahindra Scorpio VLX 2WD BSIV,2010,420000,100000,Diesel,Individual,Manual,3,Mahindra,10,9090
Tata New Safari 3L Dicor LX 4x2,2008,300000,120000,Diesel,Individual,Manual,1,Tata,12,9230
Maruti Wagon R VXI Minor,2010,170000,70000,Petrol,Individual,Manual,1,Maruti,10,6363
Hyundai EON Era Plus,2014,210000,70000,Petrol,Individual,Manual,3,Hyundai,6,10000
Maruti Ertiga VDI,2015,600000,60000,Diesel,Individual,Manual,2,Maruti,5,10000
Maruti Wagon R VXI BS IV,2014,260000,38000,Petrol,Individual,Manual,2,Maruti,6,5428
Tata Nano Twist XT,2015,82000,19000,Petrol,Individual,Manual,1,Tata,5,3166
Mahindra TUV 300 T8,2016,690000,75000,Diesel,Individual,Manual,1,Mahindra,4,15000
Hyundai Grand i10 CRDi Asta,2015,300000,70000,Diesel,Individual,Manual,1,Hyundai,5,11666
Honda BRV i-DTEC V MT,2017,1250000,30000,Diesel,Individual,Manual,1,Honda,3,7500
Hyundai Verna CRDi 1.6 EX,2017,799000,31707,Diesel,Individual,Manual,1,Hyundai,3,7926
Toyota Fortuner 3.0 Diesel,2010,1000000,180000,Diesel,Individual,Manual,1,Toyota,10,16363
Maruti Alto 800 LXI,2014,190000,90000,Petrol,Individual,Manual,2,Maruti,6,12857
Mahindra Verito 1.5 D2 BSIII,2014,250000,30000,Diesel,Individual,Manual,1,Mahindra,6,4285
Hyundai Verna 1.6 i ABS,2009,200000,60000,Petrol,Individual,Manual,1,Hyundai,11,5000
Mahindra Bolero DI,2005,300000,90000,Diesel,Individual,Manual,2,Mahindra,15,5625
Tata Zest Revotron 1.2T XMS,2015,250000,120000,Petrol,Individual,Manual,2,Tata,5,20000
Maruti 800 AC,2008,90000,70000,Petrol,Individual,Manual,3,Maruti,12,5384
Hyundai Santro LE zipPlus,2001,68000,70000,Petrol,Individual,Manual,1,Hyundai,19,3500
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500,Petrol,Individual,Manual,1,Hyundai,3,6625
Hyundai Verna CRDi 1.6 SX,2017,900000,50000,Diesel,Individual,Manual,1,Hyundai,3,12500
Maruti Alto LX,2007,100000,52000,Petrol,Individual,Manual,2,Maruti,13,3714
Renault Duster 85PS Diesel RxL,2016,700000,160000,Diesel,Individual,Manual,1,Renault,4,32000
Volvo XC60 D3 Kinetic,2012,1750000,115992,Diesel,Dealer,Automatic,3,Other,8,12888
Maruti Wagon R VXI Optional,2017,290000,110000,Petrol,Individual,Manual,2,Maruti,3,27500
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,97000,Diesel,Individual,Manual,2,Toyota,6,13857
Tata Indigo LX Dicor,2008,70000,100000,Diesel,Individual,Manual,3,Tata,12,7692
Maruti Swift ZDi BSIV,2016,520000,41000,Diesel,Individual,Manual,1,Maruti,4,8200
Tata Indigo LS,2012,150000,90000,Diesel,Individual,Manual,1,Tata,8,10000
Hyundai i10 Magna 1.1,2008,120000,90000,Petrol,Individual,Manual,1,Hyundai,12,6923
Hyundai i20 Asta Option 1.2,2016,600000,25000,Petrol,Individual,Manual,1,Hyundai,4,5000
Tata Xenon XT EX 4X4,2010,150000,70000,Diesel,Individual,Manual,2,Tata,10,6363
Volkswagen Vento Petrol Highline,2011,400000,60000,Petrol,Individual,Manual,1,Volkswagen,9,6000
Maruti Alto 800 LXI,2015,310000,30000,Petrol,Individual,Manual,2,Maruti,5,5000
Maruti Baleno Alpha 1.2,2015,550000,30000,Petrol,Individual,Manual,1,Maruti,5,5000
Hyundai i20 Asta Option 1.4 CRDi,2016,550000,60000,Diesel,Individual,Manual,1,Hyundai,4,12000
Hyundai Grand i10 CRDi Magna,2013,320000,73000,Diesel,Individual,Manual,1,Hyundai,7,9125
Maruti 800 AC BSII,1992,50000,100000,Petrol,Individual,Manual,4,Maruti,28,3448
Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,1,Hyundai,2,10666
Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,1,Renault,2,8833
Maruti Vitara Brezza VDi Option,2017,700000,50000,Diesel,Individual,Manual,2,Maruti,3,12500
Maruti Ertiga VDI,2012,700000,110000,Diesel,Individual,Manual,2,Maruti,8,12222
Hyundai i20 1.4 Sportz,2017,655000,84000,Diesel,Dealer,Manual,1,Hyundai,3,21000
Maruti Vitara Brezza VDi Option,2017,700000,50000,Diesel,Individual,Manual,2,Maruti,3,12500
Chevrolet Beat LT LPG,2011,200000,110000,Other,Individual,Manual,1,Chevrolet,9,11000
Renault Duster 85PS Diesel RxL Optional,2012,375000,150000,Diesel,Individual,Manual,1,Renault,8,16666
Hyundai Verna 1.6 SX,2012,470000,109052,Diesel,Dealer,Manual,1,Hyundai,8,12116
Maruti Ciaz VDi,2015,550000,90658,Diesel,Dealer,Manual,1,Maruti,5,15109
Honda Amaze VX i-DTEC,2014,500000,110000,Diesel,Individual,Manual,2,Honda,6,15714
Datsun GO T Option BSIV,2015,210000,25000,Petrol,Individual,Manual,1,Datsun,5,4166
Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,Petrol,Individual,Manual,1,Maruti,2,6666
Skoda Superb 1.8 TFSI MT,2010,300000,80000,Petrol,Individual,Manual,1,Skoda,10,7272
Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Individual,Manual,3,Maruti,13,4285
Mercedes-Benz E-Class E250 Edition E,2013,1451000,81000,Diesel,Dealer,Automatic,1,Mercedes-Benz,7,10125
Tata Safari Storme VX Varicor 400,2018,1085000,15000,Diesel,Individual,Manual,1,Tata,2,5000
Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Dealer,Automatic,1,Hyundai,11,6250
Honda WR-V i-VTEC VX,2017,700000,25552,Petrol,Dealer,Manual,2,Honda,3,6388
Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,1,Hyundai,2,6666
Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Individual,Manual,1,Hyundai,3,20000
Hyundai Elite i20 Asta Option CVT BSIV,2017,635000,25000,Petrol,Dealer,Automatic,1,Hyundai,3,6250
Honda City S,2012,325000,40700,Petrol,Individual,Manual,1,Honda,8,4522
Mahindra XUV500 AT W10 1.99 mHawk,2017,1150000,65500,Diesel,Dealer,Automatic,1,Mahindra,3,16375
Tata Indigo GLE BSIII,2008,110000,42000,Petrol,Dealer,Manual,1,Tata,12,3230
Honda City 1.5 V MT,2018,890000,8000,Petrol,Dealer,Manual,1,Honda,2,2666
Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,2,Maruti,13,5714
Chevrolet Beat PS,2014,170000,77000,Petrol,Individual,Manual,1,Chevrolet,6,11000
Maruti Ciaz ZXi Plus,2016,750000,6000,Petrol,Dealer,Manual,1,Maruti,4,1200
Hyundai EON 1.0 Era Plus,2017,280000,28838,Petrol,Individual,Manual,1,Hyundai,3,7209
Maruti Baleno Alpha 1.2,2018,690000,11174,Petrol,Dealer,Manual,1,Maruti,2,3724
Tata Indigo GLS,2008,130000,120000,Petrol,Individual,Manual,1,Tata,12,9230
Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,2,Maruti,13,5714
Hyundai Santro Xing GLS,2007,85000,85000,Petrol,Individual,Manual,2,Hyundai,13,6071
Hyundai Elantra 2.0 SX AT,2018,1575000,10000,Petrol,Individual,Automatic,1,Hyundai,2,3333
Nissan Sunny Diesel XV,2013,325000,105000,Diesel,Individual,Manual,1,Nissan,7,13125
Honda City 1.3 EXI,1998,85000,120000,Petrol,Individual,Manual,2,Honda,22,5217
Hyundai Verna 1.6 CRDI SX Option,2018,860000,30000,Diesel,Dealer,Manual,2,Hyundai,2,10000
Maruti S-Cross Sigma DDiS 200 SH,2017,690000,41000,Diesel,Individual,Manual,1,Maruti,3,10250
Hyundai Elantra CRDi S,2013,650000,54000,Diesel,Dealer,Manual,1,Hyundai,7,6750
Chevrolet Sail LS ABS,2014,375000,40000,Diesel,Individual,Manual,1,Chevrolet,6,5714
Hyundai Verna 1.6 SX CRDi (O),2013,525000,71000,Diesel,Dealer,Manual,1,Hyundai,7,8875
Maruti Eeco Smiles 5 Seater AC,2016,330000,72500,Petrol,Dealer,Manual,1,Maruti,4,14500
Maruti Eeco Smiles 5 Seater AC,2013,280000,76600,Petrol,Dealer,Manual,1,Maruti,7,9575
Maruti Swift ZXI,2014,470000,40000,Petrol,Individual,Manual,1,Maruti,6,5714
Volkswagen Polo Diesel Trendline 1.2L,2011,350000,110000,Diesel,Individual,Manual,1,Volkswagen,9,11000
Honda City 1.5 V Elegance,2012,480000,63000,Petrol,Dealer,Manual,1,Honda,8,7000
Hyundai Verna 1.6 CRDi SX,2016,620000,60000,Diesel,Individual,Manual,1,Hyundai,4,12000
Datsun GO T BSIV,2014,250000,58000,Petrol,Individual,Manual,1,Datsun,6,8285
Chevrolet Spark 1.0,2010,78692,80000,Petrol,Individual,Manual,2,Chevrolet,10,7272
Hyundai i20 Magna Optional 1.4 CRDi,2012,350000,80000,Diesel,Individual,Manual,1,Hyundai,8,8888
Maruti Wagon R LX Minor,2013,250000,70000,Petrol,Individual,Manual,2,Maruti,7,8750
Hyundai i20 1.2 Sportz,2011,260000,97700,Petrol,Individual,Manual,4,Hyundai,9,9770
Honda Mobilio S i DTEC,2016,640000,36000,Diesel,Individual,Manual,2,Honda,4,7200
Tata New Safari DICOR 2.2 EX 4x2,2008,220000,90000,Diesel,Individual,Manual,2,Tata,12,6923
Volkswagen Vento 1.5 TDI Highline,2015,465000,130000,Diesel,Individual,Manual,1,Volkswagen,5,21666
Maruti Swift Vdi BSIII,2010,229999,120000,Diesel,Individual,Manual,2,Maruti,10,10909
Maruti Wagon R VXI BS IV,2018,425000,15000,Petrol,Individual,Manual,1,Maruti,2,5000
Tata Indica GLS BS IV,2008,95000,120000,Petrol,Individual,Manual,3,Tata,12,9230
Hyundai EON LPG Magna Plus,2012,170000,170000,Other,Individual,Manual,3,Hyundai,8,18888
Datsun RediGO T Option,2016,229999,37500,Petrol,Individual,Manual,2,Datsun,4,7500
Maruti 800 Std,1999,45000,50000,Petrol,Individual,Manual,3,Maruti,21,2272
Maruti Grand Vitara MT,2007,479000,145000,Petrol,Individual,Manual,3,Maruti,13,10357
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000,Petrol,Individual,Manual,1,Mahindra,4,12000
Hyundai EON Sportz,2016,340000,30000,Petrol,Individual,Manual,1,Hyundai,4,6000
Maruti Swift Dzire ZXI,2016,620000,35000,Petrol,Individual,Manual,1,Maruti,4,7000
Tata Manza Club Class Quadrajet90 EX,2012,270000,60000,Diesel,Individual,Manual,1,Tata,8,6666
Tata Tiago 1.05 Revotorq XZ Plus,2018,400000,35000,Diesel,Individual,Manual,1,Tata,2,11666
Maruti Wagon R VXI Optional,2015,260000,40000,Petrol,Individual,Manual,1,Maruti,5,6666
Hyundai Santro LE zipPlus,2003,48000,50000,Petrol,Individual,Manual,4,Hyundai,17,2777
Tata Nano Twist XE,2015,100000,23800,Petrol,Individual,Manual,2,Tata,5,3966
Nissan Terrano XL Plus 85 PS,2015,490000,70000,Diesel,Individual,Manual,1,Nissan,5,11666
Maruti Wagon R Duo Lxi,2010,120000,90000,Other,Individual,Manual,2,Maruti,10,8181
Hyundai i10 Era,2008,125000,102000,Petrol,Individual,Manual,2,Hyundai,12,7846
Hyundai EON Era Plus,2013,160000,80000,Petrol,Individual,Manual,1,Hyundai,7,10000
Maruti Alto 800 LXI,2019,190000,5000,Petrol,Individual,Manual,1,Maruti,1,2500
Tata Harrier XZ BSIV,2019,1700000,10000,Diesel,Individual,Manual,1,Tata,1,5000
Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,1,Hyundai,9,5000
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,1,Maruti,1,7500
Toyota Corolla Altis 1.8 J,2008,400000,35000,Petrol,Individual,Manual,2,Toyota,12,2692
Fiat Linea T Jet Plus,2011,500000,20000,Petrol,Individual,Manual,1,Fiat,9,2000
Toyota Fortuner 4x2 AT,2014,1800000,99000,Diesel,Individual,Automatic,1,Toyota,6,14142
Honda Civic 1.8 V MT,2008,320000,90000,Petrol,Individual,Manual,1,Honda,12,6923
Honda Civic 1.8 S AT,2007,250000,47000,Petrol,Dealer,Automatic,1,Honda,13,3357
Ford Figo Diesel Titanium,2010,105000,90000,Diesel,Individual,Manual,3,Ford,10,8181
Hyundai i20 Active 1.2 SX,2018,550000,20000,Petrol,Individual,Manual,1,Hyundai,2,6666
Hyundai Grand i10 1.2 Kappa Sportz AT,2019,600000,1100,Petrol,Individual,Automatic,1,Hyundai,1,550
Maruti Alto 800 VXI,2020,210000,40000,Petrol,Individual,Manual,1,Maruti,0,40000
Maruti Alto 800 LXI Airbag,2012,210000,15000,Petrol,Individual,Manual,1,Maruti,8,1666
Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,1,Maruti,11,3333
Hyundai i10 Era 1.1,2008,125000,60000,Petrol,Individual,Manual,1,Hyundai,12,4615
Maruti Celerio VXI,2016,380000,20000,Petrol,Individual,Manual,1,Maruti,4,4000
Maruti Baleno Delta 1.2,2019,600000,5000,Petrol,Individual,Manual,1,Maruti,1,2500
Maruti Swift VXI Deca,2016,490000,27000,Petrol,Individual,Manual,1,Maruti,4,5400
Maruti Swift Dzire LDI,2018,545000,38000,Diesel,Individual,Manual,2,Maruti,2,12666
Maruti Wagon R VXI BS IV,2015,250000,25000,Petrol,Individual,Manual,1,Maruti,5,4166
Hyundai Venue SX Opt Turbo BSIV,2020,1050000,1100,Petrol,Individual,Manual,1,Hyundai,0,1100
Maruti Wagon R LX Minor,2007,100000,100000,Petrol,Individual,Manual,1,Maruti,13,7142
Ford Figo Diesel ZXI,2014,250000,100000,Diesel,Individual,Manual,2,Ford,6,14285
Maruti Wagon R LX BSIII,2007,100000,110000,Petrol,Individual,Manual,1,Maruti,13,7857
Ford Figo 1.5D Ambiente ABS MT,2016,350000,60000,Diesel,Individual,Manual,2,Ford,4,12000
Renault Duster 110PS Diesel RxZ Plus,2012,370000,70000,Diesel,Individual,Manual,2,Renault,8,7777
Maruti Zen VXi - BS III,2004,121000,110000,Petrol,Individual,Manual,2,Maruti,16,6470
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,Petrol,Dealer,Automatic,1,Ford,3,11019
Maruti Ertiga SHVS VDI,2017,785000,24000,Diesel,Individual,Manual,1,Maruti,3,6000
Maruti Ciaz S 1.3,2018,850000,30000,Diesel,Individual,Manual,1,Maruti,2,10000
Maruti Wagon R VXI BS IV,2016,375000,30000,Petrol,Individual,Manual,2,Maruti,4,6000
Maruti Baleno Alpha 1.2,2017,619000,40000,Petrol,Individual,Manual,1,Maruti,3,10000
Chevrolet Cruze LTZ,2011,335000,90000,Diesel,Individual,Manual,2,Chevrolet,9,9000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000,50000,Diesel,Individual,Manual,1,Toyota,14,3333
Maruti Wagon R LX,2003,60000,100000,Petrol,Individual,Manual,2,Maruti,17,5555
Maruti Zen Estilo VXI BSIV,2010,130000,50000,Petrol,Individual,Manual,2,Maruti,10,4545
Mahindra Ingenio CRDe,2015,210000,210000,Diesel,Individual,Manual,1,Mahindra,5,35000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,1900000,20000,Diesel,Individual,Manual,1,Toyota,1,10000
Tata Indigo TDI,2013,270000,70000,Diesel,Individual,Manual,2,Tata,7,8750
Maruti Wagon R LXI Minor,2010,225000,100000,Petrol,Individual,Manual,2,Maruti,10,9090
Maruti SX4 ZXI MT BSIV,2011,150000,160000,Petrol,Individual,Manual,2,Maruti,9,16000
Chevrolet Beat Diesel LT,2013,173000,70000,Diesel,Individual,Manual,1,Chevrolet,7,8750
BMW 5 Series 520d Luxury Line,2018,4800000,9422,Diesel,Individual,Automatic,1,BMW,2,3140
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000,110000,Diesel,Individual,Automatic,1,Volkswagen,3,27500
Toyota Corolla Altis 1.8 GL,2019,1500000,20000,Petrol,Individual,Manual,1,Toyota,1,10000
Maruti Baleno Zeta 1.2,2017,550000,20000,Petrol,Individual,Manual,1,Maruti,3,5000
Maruti 800 AC BSIII,2008,58000,70000,Petrol,Individual,Manual,2,Maruti,12,5384
Audi A4 1.8 TFSI,2012,1200000,60000,Petrol,Individual,Automatic,3,Audi,8,6666
Mahindra Scorpio M2DI,2013,500000,150000,Diesel,Individual,Manual,1,Mahindra,7,18750
Maruti Swift LXi BSIV,2009,120000,83000,Petrol,Individual,Manual,2,Maruti,11,6916
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,300000,250000,Diesel,Individual,Manual,1,Toyota,8,27777
Hyundai EON Era Plus,2018,300000,30000,Petrol,Individual,Manual,1,Hyundai,2,10000
Datsun GO Plus T Option BSIV,2015,295000,21000,Petrol,Individual,Manual,1,Datsun,5,3500
Maruti Ertiga VXI CNG,2018,587000,80000,Other,Individual,Manual,1,Maruti,2,26666
Ambassador Grand 1800 ISZ MPFI PW CL,2012,430000,50000,Petrol,Individual,Manual,2,Other,8,5555
Hyundai Verna i (Petrol),2007,123000,50000,Petrol,Individual,Manual,2,Hyundai,13,3571
Skoda Laura Ambiente 2.0 TDI CR AT,2012,450000,48500,Diesel,Individual,Automatic,2,Skoda,8,5388
Maruti Wagon R LXI Minor,2007,130000,60000,Petrol,Individual,Manual,3,Maruti,13,4285
Tata Indica Vista Aqua 1.4 TDI,2010,110000,90000,Diesel,Individual,Manual,2,Tata,10,8181
Mahindra Xylo Celebration Edition BSIV,2010,200000,240000,Diesel,Individual,Manual,3,Mahindra,10,21818
Hyundai Grand i10 Magna,2015,320000,70000,Petrol,Individual,Manual,2,Hyundai,5,11666
Maruti Wagon R LXI BS IV,2014,300000,50000,Petrol,Individual,Manual,1,Maruti,6,7142
Volkswagen CrossPolo 1.2 MPI,2016,350000,110000,Petrol,Individual,Manual,1,Volkswagen,4,22000
Maruti Ertiga VXI Petrol,2018,800000,50000,Petrol,Individual,Manual,1,Maruti,2,16666
Hyundai Xcent 1.1 CRDi S,2016,270000,175000,Diesel,Individual,Manual,1,Hyundai,4,35000
Hyundai i20 1.2 Magna Executive,2017,540000,60000,Petrol,Individual,Manual,1,Hyundai,3,15000
Maruti Wagon R LXI CNG,2011,160000,60000,Other,Individual,Manual,2,Maruti,9,6000
Maruti SX4 VDI,2013,340000,100000,Diesel,Individual,Manual,2,Maruti,7,12500
Maruti Eeco 5 Seater AC BSIV,2017,350000,40000,Petrol,Individual,Manual,2,Maruti,3,10000
Volkswagen Vento Diesel Style Limited Edition,2011,300000,100000,Diesel,Individual,Manual,1,Volkswagen,9,10000
Maruti Ritz VDi,2013,330000,63000,Diesel,Individual,Manual,1,Maruti,7,7875
Maruti Wagon R LXI CNG,2016,325000,80000,Other,Individual,Manual,2,Maruti,4,16000
Maruti Swift Dzire VDI,2013,250000,55000,Diesel,Individual,Manual,1,Maruti,7,6875
Maruti Swift Star VDI,2013,250000,55000,Diesel,Individual,Manual,1,Maruti,7,6875
Chevrolet Beat LT Option,2015,240000,60000,Petrol,Individual,Manual,1,Chevrolet,5,10000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,545000,5000,Petrol,Individual,Manual,1,Hyundai,0,5000
Hyundai i10 Magna 1.1 iTech SE,2015,300000,48000,Petrol,Dealer,Manual,1,Hyundai,5,8000
Chevrolet Beat LT,2010,130000,80000,Petrol,Individual,Manual,2,Chevrolet,10,7272
Renault KWID RXT,2017,240000,50000,Petrol,Individual,Manual,1,Renault,3,12500
Renault KWID 1.0 RXT Optional,2018,360000,15000,Petrol,Individual,Manual,1,Renault,2,5000
Hyundai i20 1.4 CRDi Magna,2012,250000,70000,Diesel,Individual,Manual,1,Hyundai,8,7777
Skoda Laura Elegance 2.0 TDI CR AT,2019,475000,105000,Diesel,Dealer,Automatic,1,Skoda,1,52500
Hyundai i20 Asta Option 1.4 CRDi,2016,600000,50000,Diesel,Individual,Manual,2,Hyundai,4,10000
Tata Indigo CR4,2010,150000,80000,Diesel,Individual,Manual,2,Tata,10,7272
Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000,50000,Diesel,Individual,Manual,1,Ford,3,12500
Mahindra XUV500 W6 2WD,2016,1290000,5000,Diesel,Individual,Manual,1,Mahindra,4,1000
Hyundai Santro Xing XG,2004,80000,58000,Petrol,Individual,Manual,1,Hyundai,16,3411
Hyundai Grand i10 Sportz,2015,425000,12000,Petrol,Individual,Manual,1,Hyundai,5,2000
Maruti Celerio ZXI AMT BSIV,2018,500000,10000,Petrol,Individual,Automatic,1,Maruti,2,3333
Hyundai Santro Xing GLS,2012,193000,45000,Petrol,Individual,Manual,2,Hyundai,8,5000
Honda City i VTEC V,2015,800000,10000,Petrol,Individual,Manual,1,Honda,5,1666
Maruti Wagon R LXI Minor,2008,150000,50000,Petrol,Individual,Manual,1,Maruti,12,3846
Maruti 800 AC,2002,80000,40000,Petrol,Individual,Manual,4,Maruti,18,2105
Ford Figo Diesel EXI,2010,130000,100000,Diesel,Individual,Manual,3,Ford,10,9090
Ford Figo Diesel EXI,2012,280000,80000,Diesel,Individual,Manual,2,Ford,8,8888
Mahindra Xylo D2 BS IV,2011,229999,110000,Diesel,Individual,Manual,2,Mahindra,9,11000
Maruti Zen Estilo VXI BSIII,2008,80000,120000,Petrol,Individual,Manual,1,Maruti,12,9230
Tata Nano Cx BSIII,2010,70000,10000,Petrol,Individual,Manual,1,Tata,10,909
Maruti Ritz VDi,2013,240000,60000,Diesel,Individual,Manual,2,Maruti,7,7500
Mahindra Xylo E8,2010,380000,72000,Diesel,Individual,Manual,2,Mahindra,10,6545
Maruti Ritz VDi,2013,240000,60000,Diesel,Individual,Manual,2,Maruti,7,7500
Hyundai Santro Xing XO,2006,80000,110000,Petrol,Individual,Manual,1,Hyundai,14,7333
Hyundai i10 Era,2013,265000,50000,Petrol,Individual,Manual,1,Hyundai,7,6250
Hyundai EON Magna Plus Option,2018,320000,25000,Petrol,Individual,Manual,1,Hyundai,2,8333
Nissan Terrano XL 110 PS,2014,500000,120000,Diesel,Individual,Manual,3,Nissan,6,17142
Hyundai Creta 1.6 CRDi SX Option,2016,1300000,55000,Diesel,Individual,Manual,1,Hyundai,4,11000
Mahindra Scorpio S11 BSIV,2018,1500000,35000,Diesel,Individual,Manual,1,Mahindra,2,11666
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,110000,Diesel,Individual,Automatic,1,Toyota,4,22000
Mahindra XUV500 W6 2WD,2014,600000,80000,Diesel,Individual,Manual,2,Mahindra,6,11428
Tata Tiago 1.2 Revotron XT,2018,420000,80000,Petrol,Individual,Manual,1,Tata,2,26666
Maruti Zen Estilo LXI BS IV,2009,140000,120000,Petrol,Individual,Manual,1,Maruti,11,10000
Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000,100000,Diesel,Individual,Manual,2,Skoda,10,9090
Hyundai Santro Xing XL eRLX Euro III,2006,100000,60000,Petrol,Dealer,Manual,2,Hyundai,14,4000
Maruti Alto K10 VXI,2017,350000,25000,Petrol,Dealer,Manual,1,Maruti,3,6250
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,850000,19000,Petrol,Dealer,Manual,1,Ford,2,6333
Maruti Alto LX,2008,140000,54000,Petrol,Dealer,Manual,1,Maruti,12,4153
Ford Aspire Titanium Plus BSIV,2015,550000,17100,Petrol,Dealer,Manual,2,Ford,5,2850
Hyundai Grand i10 Asta Option AT,2017,525000,19000,Petrol,Dealer,Automatic,1,Hyundai,3,4750
Ford Ecosport 1.5 DV5 MT Titanium,2015,470000,146000,Diesel,Dealer,Manual,1,Ford,5,24333
Ford Endeavour 3.0L 4X4 AT,2013,900000,98000,Diesel,Dealer,Automatic,1,Ford,7,12250
Ford Endeavour 2.5L 4X2,2011,500000,224642,Diesel,Dealer,Manual,2,Ford,9,22464
Maruti Zen LXI,1998,80000,120000,Petrol,Individual,Manual,2,Maruti,22,5217
Mahindra Verito 1.5 D2 BSIII,2011,175000,175000,Diesel,Individual,Manual,1,Mahindra,9,17500
Mahindra XUV500 AT W10 AWD,2017,1350000,15000,Diesel,Individual,Automatic,2,Mahindra,3,3750
Renault Duster 110PS Diesel RxZ,2017,800000,50000,Diesel,Individual,Manual,1,Renault,3,12500
Datsun RediGO 1.0 S,2017,250000,15000,Petrol,Individual,Manual,1,Datsun,3,3750
Maruti Ignis 1.2 AMT Alpha BSIV,2018,700000,25000,Petrol,Individual,Automatic,1,Maruti,2,8333
Tata Nexon 1.5 Revotorq XM,2019,800000,25000,Diesel,Individual,Manual,1,Tata,1,12500
Mahindra XUV500 W6 2WD,2013,660000,69000,Diesel,Individual,Manual,1,Mahindra,7,8625
Maruti Swift VDI BSIV,2015,465000,60000,Diesel,Individual,Manual,3,Maruti,5,10000
Mahindra Scorpio 2.6 CRDe,2006,180000,222435,Diesel,Individual,Manual,2,Mahindra,14,14829
Maruti Swift Dzire VDI,2017,600000,66000,Diesel,Individual,Manual,3,Maruti,3,16500
Ford Fiesta 1.4 ZXi Duratec,2010,150000,110000,Petrol,Individual,Manual,1,Ford,10,10000
Hyundai Verna 1.6 SX,2014,450000,78000,Diesel,Individual,Manual,2,Hyundai,6,11142
Hyundai Elite i20 Sportz Plus BSIV,2019,721000,10000,Petrol,Individual,Manual,1,Hyundai,1,5000
Maruti Swift 1.2 DLX,2018,300000,35000,Petrol,Individual,Manual,1,Maruti,2,11666
Mahindra Scorpio BSIV,2019,1000000,10000,Diesel,Individual,Manual,1,Mahindra,1,5000
Renault KWID RXT,2016,300000,40000,Petrol,Individual,Manual,1,Renault,4,8000
Mahindra Scorpio LX,2013,450000,120000,Diesel,Individual,Manual,1,Mahindra,7,15000
Maruti Esteem AX,1997,79000,70000,Petrol,Individual,Automatic,1,Maruti,23,2916
Ford Figo 1.5D Trend MT,2017,545000,40000,Diesel,Individual,Manual,1,Ford,3,10000
Honda Amaze V Diesel BSIV,2018,844999,20000,Diesel,Individual,Manual,1,Honda,2,6666
Skoda Rapid 1.5 TDI Ambition,2016,700000,93000,Diesel,Individual,Manual,1,Skoda,4,18600
Toyota Etios VD,2016,650000,159000,Diesel,Individual,Manual,1,Toyota,4,31800
Ford Ecosport 1.5 DV5 MT Titanium,2014,525000,75000,Diesel,Individual,Manual,2,Ford,6,10714
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,101100,Diesel,Individual,Manual,3,Ford,14,6740
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,180000,66000,Diesel,Individual,Manual,1,Tata,9,6600
Hyundai i10 Era,2012,280000,30000,Petrol,Individual,Manual,2,Hyundai,8,3333
